event,gender,clas_s,heat,typ,wind,name,year,position,school,mark,points
800 Meter Run,Boys,3,,Finals,,Omarion Davis,18,2,Jamaica College,1:59.11x,7
800 Meter Run,Boys,3,,Finals,,Tafar-hi Hinds,18,3,St. Jago High,2:01.49x,6
800 Meter Run,Boys,3,,Finals,,lox Reid,18,4,Jamaica College,2:02.21x,5
800 Meter Run,Boys,3,,Finals,,Raheem Richards,18,5,Kingston College,2:03.68x,4
800 Meter Run,Boys,3,,Finals,,Ainsley Campbell,18,6,Kingston College,2:04.06x,3
800 Meter Run,Boys,3,,Finals,,Kewarny Fletcher,18,7,Calabar High,2:04.35x,2
800 Meter Run,Boys,3,,Finals,,Corlando Chambers,18,8,St. Jago High,2:05.58x,1
1500 Meter Run,Girls,3,,Finals,,Rushana Dwyer,18,1,Edwin Allen High,4:47.90x,9
1500 Meter Run,Girls,3,,Finals,,Aneisha Lawerence,18,2,Bellefield High,4:48.65x,7
1500 Meter Run,Girls,3,,Finals,,Jessica Mclean,18,3,Edwin Allen High,4:50.05x,6
1500 Meter Run,Girls,3,,Finals,,Kishay Rowe,18,4,Spaldings High,4:52.71x,5
1500 Meter Run,Girls,3,,Finals,,Subbreana Breaken,18,5,St. Jago High,4:54.54x,4
1500 Meter Run,Girls,3,,Finals,,Aliya Johnson,18,6,Holmwood,4:54.62x,3
1500 Meter Run,Girls,3,,Finals,,Shone Walters,18,7,St. Mary High,4:54.67x,2
1500 Meter Run,Girls,3,,Finals,,Alesia Douglas,18,8,St. Jago High,4:54.82x,1
1500 Meter Run,Girls,3,,Finals,,Jodyann Mitchell,18,9,Holmwood,4:56.68x,0
1500 Meter Run,Girls,3,,Finals,,Vanessa Ward,18,10,Titchfield High,5:02.79x,0
1500 Meter Run,Girls,3,,Finals,,Jodian Campbell,18,11,Hydel High,5:05.12x,0
1500 Meter Run,Girls,3,,Finals,,Aneisha Monteith,18,12,Lewisville High,5:14.54x,0
1500 Meter Run,Girls,1,,Finals,,Chrissani May,18,1,Holmwood,4:36.76x,9
1500 Meter Run,Girls,1,,Finals,,Kara Grant,18,2,Edwin Allen High,4:37.67x,7
1500 Meter Run,Girls,1,,Finals,,Brittney Campbell,18,3,Holmwood,4:39.10x,6
1500 Meter Run,Girls,1,,Finals,,Britnie Dixon,18,4,Vere Technical High,4:41.30x,5
1500 Meter Run,Girls,1,,Finals,,Monifa Green,18,5,Hydel High,4:57.30x,4
1500 Meter Run,Girls,1,,Finals,,Emily Coley,18,6,Hydel High,5:07.70x,3
1500 Meter Run,Girls,1,,Finals,,Yashema Clarke,18,7,Rusea's High,5:14.17x,2
1500 Meter Run,Girls,1,,Finals,,Tameria Howell,18,8,St. Mary High,5:15.67x,1
1500 Meter Run,Girls,1,,Finals,,Aaliyah Gordon,18,9,The Queens School,5:33.99x,0
1500 Meter Run,Girls,1,,Finals,,Terry Chambers,18,10,St. Catherine High,5:38.95x,0
1500 Meter Run,Girls,1,,Finals,,Aneisha Ingram,18,--,Edwin Allen High,DNFx,0
1500 Meter Run,Girls,1,,Finals,,Sovereena Silburn,18,--,St. Jago High,DNFx,0
1500 Meter Run,Girls,2,,Finals,,Shaquena Foote,18,1,Petersfield High,4:40.41x,9
1500 Meter Run,Girls,2,,Finals,,Delverna Bromfiel,18,2,Holmwood,4:42.10x,7
1500 Meter Run,Girls,2,,Finals,,Theresa Graham,18,3,Spaldings High,4:43.35x,6
1500 Meter Run,Girls,2,,Finals,,Britney Brown,18,4,The Queens School,4:45.28x,5
1500 Meter Run,Girls,2,,Finals,,Zenon Kerr,18,5,Hydel High,4:48.13x,4
1500 Meter Run,Girls,2,,Finals,,Kris-ann Plummer,18,6,Vere Technical High,4:57.33x,3
1500 Meter Run,Girls,2,,Finals,,Jeniel Jones,18,7,Edwin Allen High,5:00.74x,2
1500 Meter Run,Girls,2,,Finals,,Shadae Findley,18,8,Steths,5:01.00x,1
1500 Meter Run,Girls,2,,Finals,,Jhenell Weathers,18,9,Bellefield High,5:02.18x,0
1500 Meter Run,Girls,2,,Finals,,Alecia Young,18,10,Vere Technical High,5:07.59x,0
1500 Meter Run,Girls,2,,Finals,,Zoey-ann Wint,18,11,Manchester High,5:14.28x,0
1500 Meter Run,Girls,2,,Finals,,Abigail Pinnock,18,--,St. Mary High,DNFx,0
1500 Meter Run,Boys,3,,Finals,,Omarion Davis,18,1,Jamaica College,4:15.64x,9
1500 Meter Run,Boys,3,,Finals,,Corlando Chambers,18,2,St. Jago High,4:16.29x,7
1500 Meter Run,Boys,3,,Finals,,Chadrick Bacchus,18,3,Port Antonio High,4:17.29x,6
1500 Meter Run,Boys,3,,Finals,,Nichalas Power,18,4,Calabar High,4:21.81x,5
1500 Meter Run,Boys,3,,Finals,,Raheem Richards,18,5,Kingston College,4:23.96x,4
1500 Meter Run,Boys,3,,Finals,,Kewarny Fletcher,18,6,Calabar High,4:24.71x,3
1500 Meter Run,Boys,3,,Finals,,Nicholas Green,18,7,Maggotty High,4:28.45x,2
1500 Meter Run,Boys,3,,Finals,,Tafar-hi Hinds,18,8,St. Jago High,4:30.31x,1
1500 Meter Run,Boys,3,,Finals,,Danniel Salmon,18,9,Kingston College,4:33.66x,0
1500 Meter Run,Boys,3,,Finals,,Aquane Johnson,18,10,Winston Jones High,4:34.77x,0
1500 Meter Run,Boys,3,,Finals,,Caballaro Walters,18,11,St. Thomas,4:38.09x,0
1500 Meter Run,Boys,3,,Finals,,Jermaine Fender,18,12,Jamaica College,4:39.05x,0
1500 Meter Run,Boys,3,,Finals,,Nathaniel Wallace,18,13,Steths,4:43.29x,0
1500 Meter Run,Boys,3,,Finals,,Kemar Vernon,18,14,Charlemont High,4:49.03x,0
1500 Meter Run,Boys,3,,Finals,,Joshua Hyde,18,--,Wolmer's,DNFx,0
1500 Meter Run,Boys,1,,Finals,,Javon-taye Willia,18,1,Calabar High,3:55.43x,9
1500 Meter Run,Boys,1,,Finals,,Shemar Salmon,18,2,Steths,3:57.32x,7
1500 Meter Run,Boys,1,,Finals,,Kimar Farquharson,18,3,Calabar High,3:58.33x,6
1500 Meter Run,Boys,1,,Finals,,Nicholas Elliott,18,4,Kingston College,3:58.67x,5
1500 Meter Run,Boys,1,,Finals,,Keenan Lawrence,18,5,St. Jago High,3:59.09x,4
1500 Meter Run,Boys,1,,Finals,,Davian Gray,18,6,Spaldings High,3:59.93x,3
1500 Meter Run,Boys,1,,Finals,,Kevin Smith,18,7,Wolmer's,4:02.88x,2
1500 Meter Run,Boys,1,,Finals,,Dwayne Moore,18,8,Spaldings High,4:03.97x,1
1500 Meter Run,Boys,1,,Finals,,Rajeeb Haye,18,9,Maggotty High,4:06.47x,0
1500 Meter Run,Boys,1,,Finals,,Leon Clarke,18,10,St. Jago High,4:06.87x,0
1500 Meter Run,Boys,1,,Finals,,Shemar Reid,18,11,Clarendon College,4:07.61x,0
1500 Meter Run,Boys,1,,Finals,,Rackeem Davis,18,12,Jamaica College,4:09.90x,0
1500 Meter Run,Boys,2,,Finals,,Kevroy Venson,18,1,Calabar High,3:57.06x,9
1500 Meter Run,Boys,2,,Finals,,Rivaldo Marshall,18,2,Calabar High,3:58.43x,7
1500 Meter Run,Boys,2,,Finals,,J'Voughnn Blake,18,3,Jamaica College,3:59.07x,6
1500 Meter Run,Boys,2,,Finals,,Giovouni Henry,18,4,Kingston College,4:04.94x,5
1500 Meter Run,Boys,2,,Finals,,Gianni Henry,18,5,Kingston College,4:11.06x,4
1500 Meter Run,Boys,2,,Finals,,Kirk Dawkins,18,6,Ascot High,4:12.50x,3
1500 Meter Run,Boys,2,,Finals,,Romoy Grant,18,7,Bellefield High,4:13.01x,2
1500 Meter Run,Boys,2,,Finals,,Henrick Nelson,18,8,St. Jago High,4:13.69x,1
1500 Meter Run,Boys,2,,Finals,,Noel Ellis,18,9,Campion College,4:15.95x,0
1500 Meter Run,Boys,2,,Finals,,Quwayne Reid,18,10,Holmwood,4:21.89x,0
1500 Meter Run,Boys,2,,Finals,,Richardo Thompson,18,11,Cornwall College,4:37.95x,0
2000 Meter Steeplechase,Girls,Open,,Finals,,Aneisha Ingram,18,1,Edwin Allen High,7:07.02x,9
2000 Meter Steeplechase,Girls,Open,,Finals,,Samantha Pryce,18,2,Holmwood,7:09.35x,7
2000 Meter Steeplechase,Girls,Open,,Finals,,Jeima Davis,18,3,Edwin Allen High,7:17.89x,6
2000 Meter Steeplechase,Girls,Open,,Finals,,Megan Thompson,18,4,Holmwood,7:20.82x,5
2000 Meter Steeplechase,Girls,Open,,Finals,,Shanique Masters,18,5,Hydel High,7:31.25x,4
2000 Meter Steeplechase,Girls,Open,,Finals,,Jameaka Mannings,18,6,St. Jago High,7:43.91x,3
2000 Meter Steeplechase,Girls,Open,,Finals,,Emily Coley,18,7,Hydel High,7:48.28x,2
2000 Meter Steeplechase,Girls,Open,,Finals,,Rushell Johnson,18,8,St. Jago High,7:58.18x,1
2000 Meter Steeplechase,Girls,Open,,Finals,,Yashema Clarke,18,9,Rusea's High,8:12.96x,0
2000 Meter Steeplechase,Girls,Open,,Finals,,Cilene Wisdom,18,10,Vere Technical High,8:36.36x,0
2000 Meter Steeplechase,Girls,Open,,Finals,,Aaliyah Gordon,18,11,The Queens School,8:42.35x,0
2000 Meter Steeplechase,Boys,Open,,Finals,,Rodgers Aryamanya,18,1,Kingston College,5:49.46Rx,9
2000 Meter Steeplechase,Boys,Open,,Finals,,Rivaldo Marshall,18,2,Calabar High,5:57.46x,7
2000 Meter Steeplechase,Boys,Open,,Finals,,Tarees Rhoden,18,3,Kingston College,6:01.70x,6
2000 Meter Steeplechase,Boys,Open,,Finals,,Kevin Smith,18,4,Wolmer's,6:04.08x,5
2000 Meter Steeplechase,Boys,Open,,Finals,,Fabian Campbell,18,5,Jamaica College,6:09.39x,4
2000 Meter Steeplechase,Boys,Open,,Finals,,Dinnath Whittaker,18,6,McGrath High,6:16.97x,3
2000 Meter Steeplechase,Boys,Open,,Finals,,Akeem Tomlin,18,7,Bellefield High,6:17.50x,2
2000 Meter Steeplechase,Boys,Open,,Finals,,Nickoy Harding,18,8,Rhodes Hall High,6:18.61x,1
2000 Meter Steeplechase,Boys,Open,,Finals,,Shawn Smith,18,9,Jamaica College,6:22.51x,0
2000 Meter Steeplechase,Boys,Open,,Finals,,Jordan Jones,18,10,Manchester High,6:22.69x,0
2000 Meter Steeplechase,Boys,Open,,Finals,,Javon Francis,18,11,Bellefield High,6:32.04x,0
2000 Meter Steeplechase,Boys,Open,,Finals,,Daniel Mcdonald,18,12,Calabar High,6:39.50x,0
3000 Meter Run,Girls,Open,,Finals,,Monifa Green,18,1,Hydel High,10:33.01x,9
3000 Meter Run,Girls,Open,,Finals,,Samantha Pryce,18,2,Holmwood,10:33.62x,7
3000 Meter Run,Girls,Open,,Finals,,Britnie Dixon,18,3,Vere Technical High,10:40.02x,6
3000 Meter Run,Girls,Open,,Finals,,Kayan Green,18,4,Edwin Allen High,10:46.98x,5
3000 Meter Run,Girls,Open,,Finals,,Megan Thompson,18,5,Holmwood,10:59.70x,4
3000 Meter Run,Girls,Open,,Finals,,Jhenell Weathers,18,6,Bellefield High,11:00.06x,3
3000 Meter Run,Girls,Open,,Finals,,Jeima Davis,18,7,Edwin Allen High,11:01.19x,2
3000 Meter Run,Girls,Open,,Finals,,Rushell Johnson,18,8,St. Jago High,11:08.26x,1
3000 Meter Run,Girls,Open,,Finals,,Jodian Campbell,18,9,Hydel High,11:08.68x,0
3000 Meter Run,Girls,Open,,Finals,,Jameaka Mannings,18,10,St. Jago High,11:18.84x,0
3000 Meter Run,Girls,Open,,Finals,,Zoey-ann Wint,18,11,Manchester High,11:28.57x,0
3000 Meter Run,Girls,Open,,Finals,,Shenell Whyte,18,12,Maggotty High,11:56.64x,0
3000 Meter Run,Girls,Open,,Finals,,Danielle Donegal,18,13,Tacius Golding High,12:44.75x,0
3000 Meter Run,Girls,Open,,Finals,,Kimara Austin,18,--,Spaldings High,DNFx,0
3000 Meter Run,Girls,Open,,Finals,,Junell Laing,18,--,Camperdown High,DNFx,0
3000 Meter Run,Girls,Open,,Finals,,Stacy Campbell,18,--,Rusea's High,DNFx,0
3000 Meter Run,Girls,Open,,Finals,,Kris-ann Plummer,18,--,Vere Technical High,DNFx,0
5000 Meter Run,Boys,Open,,Finals,,Kevroy Venson,18,1,Calabar High,15:14.86x,9
5000 Meter Run,Boys,Open,,Finals,,Rodgers Aryamanya,18,2,Kingston College,15:15.86x,7
5000 Meter Run,Boys,Open,,Finals,,Renardo Johnson,18,3,St. Jago High,15:19.20x,6
5000 Meter Run,Boys,Open,,Finals,,Fabian Campbell,18,4,Jamaica College,15:58.94x,5
5000 Meter Run,Boys,Open,,Finals,,Akeem Tomlin,18,5,Bellefield High,16:09.93x,4
5000 Meter Run,Boys,Open,,Finals,,Keenan Lawrence,18,6,St. Jago High,16:12.11x,3
5000 Meter Run,Boys,Open,,Finals,,Nickoy Harding,18,7,Rhodes Hall High,16:12.92x,2
5000 Meter Run,Boys,Open,,Finals,,Noel Ellis,18,8,Campion College,16:34.31x,1
5000 Meter Run,Boys,Open,,Finals,,Javon Francis,18,9,Bellefield High,16:43.38x,0
5000 Meter Run,Boys,Open,,Finals,,Daniel Mcdonald,18,10,Calabar High,16:46.37x,0
5000 Meter Run,Boys,Open,,Finals,,Steve Hines,18,11,St. James High,17:11.82x,0
5000 Meter Run,Boys,Open,,Finals,,Shawn Smith,18,12,Jamaica College,17:14.14x,0
100 Meter Dash,Girls,1,,Finals,-0.2,Patrice Moody,16,1,Edwin Allen High,11.49x,9
100 Meter Dash,Girls,1,,Finals,-0.2,Nelda Huggins,16,2,St. Jago High,11.67x,7
100 Meter Dash,Girls,1,,Finals,-0.2,Shanice Reid,16,3,St. Jago High,11.68x,6
100 Meter Dash,Girls,1,,Finals,-0.2,Kimone Hines,16,4,Green Island High,11.82x,5
100 Meter Dash,Girls,1,,Finals,-0.2,Rushelle Burton,16,5,Camperdown High,11.83x,4
100 Meter Dash,Girls,1,,Finals,-0.2,Kerry-Ann Scott,16,6,Holmwood,11.92x,3
100 Meter Dash,Girls,1,,Finals,-0.2,Vanesha Pusey,16,7,Green Island High,12.11x,2
100 Meter Dash,Girls,1,,Finals,-0.2,Shanta Deer,16,8,Holmwood,12.15x,1
100 Meter Dash,Girls,4,,Finals,0.9,Sashieka Steele,16,1,Holmwood,11.91x,9
100 Meter Dash,Girls,4,,Finals,0.9,Gabrielle Matthews,16,2,Hydel High,12.01x,7
100 Meter Dash,Girls,4,,Finals,0.9,Bethany Bridge,16,3,Edwin Allen High,12.31x,6
100 Meter Dash,Girls,4,,Finals,0.9,Danae Nembhard,16,4,St. Jago High,12.50x,5
100 Meter Dash,Girls,4,,Finals,0.9,Shantae Williams,16,5,St. Jago High,12.52x,4
100 Meter Dash,Girls,4,,Finals,0.9,Omelia Stanley,16,6,Hydel High,12.52x,3
100 Meter Dash,Girls,4,,Finals,0.9,Janela Spencer,16,7,Manchester High,12.71x,2
100 Meter Dash,Girls,4,,Finals,0.9,Patreece Clarke,16,8,Edwin Allen High,12.74x,1
100 Meter Dash,Boys,2,,Finals,+0.0,Michael Stephens,16,1,Calabar High,10.48x,9
100 Meter Dash,Boys,2,,Finals,+0.0,Dejour Russell,16,2,Calabar High,10.54x,7
100 Meter Dash,Boys,2,,Finals,+0.0,Chislon Gordon,16,3,Jamaica College,10.77x,6
100 Meter Dash,Boys,2,,Finals,+0.0,Gary Gordon,16,4,St. Jago High,10.87x,5
100 Meter Dash,Boys,2,,Finals,+0.0,Yashawn Hamilton,16,5,Kingston College,10.87x,4
100 Meter Dash,Boys,2,,Finals,+0.0,Andre Edwards,16,6,Munro College,10.94x,3
100 Meter Dash,Boys,2,,Finals,+0.0,Xavier Nairne,16,7,Wolmer boy,11.07x,2
100 Meter Dash,Boys,2,,Finals,+0.0,Malik Shepherd,16,8,Wolmer boy,11.11x,1
100 Meter Dash,Girls,2,,Finals,0.8,Kimone Shaw,16,1,St. Jago High,11.40Rx,9
100 Meter Dash,Girls,2,,Finals,0.8,Khamoy Farquharson,16,2,Edwin Allen High,11.65x,7
100 Meter Dash,Girls,2,,Finals,0.8,Shaneil English,16,3,St. Jago High,11.68x,6
100 Meter Dash,Girls,2,,Finals,0.8,Shellece Clark,16,4,Edwin Allen High,11.71x,5
100 Meter Dash,Girls,2,,Finals,0.8,Kemba Nelson,16,5,Mount Alvernia High,11.74x,4
100 Meter Dash,Girls,2,,Finals,0.8,Cishannie Williams,16,6,St. Catherine High,11.91x,3
100 Meter Dash,Girls,2,,Finals,0.8,Michae Harriott,16,7,Holmwood,11.95x,2
100 Meter Dash,Girls,2,,Finals,0.8,Shanette Allison,16,8,Holmwood,12.15x,1
100 Meter Dash,Boys,3,,Finals,-0.5,Sachin Dennis,16,1,St. Elizabeth,10.90x,9
100 Meter Dash,Boys,3,,Finals,-0.5,Thiea Shea,16,2,Wolmer boy,11.09x,7
100 Meter Dash,Boys,3,,Finals,-0.5,Shemar Willis,16,3,Papine High,11.13x,6
100 Meter Dash,Boys,3,,Finals,-0.5,Terrique Stennett,16,4,Kingston College,11.27x,5
100 Meter Dash,Boys,3,,Finals,-0.5,Conroy Jones,16,5,St. Elizabeth,11.37x,4
100 Meter Dash,Boys,3,,Finals,-0.5,Alexavier Monfries,16,6,Herbert,11.40x,3
100 Meter Dash,Boys,3,,Finals,-0.5,Shakur Williams,16,7,Meadowbrook High,11.43x,2
100 Meter Dash,Boys,3,,Finals,-0.5,Javari Thomas,16,8,Jonathan Grant High,11.57x,1
100 Meter Dash,Boys,1,,Finals,+0.0,Nigel Ellis,16,1,St. Elizabeth,10.18x,9
100 Meter Dash,Boys,1,,Finals,+0.0,Raheem Chambers,16,2,St. Jago High,10.25x,7
100 Meter Dash,Boys,1,,Finals,+0.0,Jhevaughn Matherson,16,3,Kingston College,10.35x,6
100 Meter Dash,Boys,1,,Finals,+0.0,Micheal Campbell,16,4,Jamaica College,10.43x,5
100 Meter Dash,Boys,1,,Finals,+0.0,Shivnarine Smalling,16,5,Kingston College,10.45x,4
100 Meter Dash,Boys,1,,Finals,+0.0,Fabian Hewitt,16,6,Calabar High,10.56x,3
100 Meter Dash,Boys,1,,Finals,+0.0,Xavior Angus,16,7,Calabar High,10.65x,2
100 Meter Dash,Boys,1,,Finals,+0.0,Hujaye Cornwall,16,8,St. Elizabeth,10.92x,1
100 Meter Dash,Girls,3,,Finals,-0.1,Kevona Davis,16,1,Edwin Allen High,11.63x,9
100 Meter Dash,Girls,3,,Finals,-0.1,Julien Alfred,16,2,St. Catherine High,11.77x,7
100 Meter Dash,Girls,3,,Finals,-0.1,Shanique Rowe,16,3,Edwin Allen High,12.04x,6
100 Meter Dash,Girls,3,,Finals,-0.1,Kayla Bonnick,16,4,St. Jago High,12.05x,5
100 Meter Dash,Girls,3,,Finals,-0.1,Ashanti Moore,16,5,Hydel High,12.16x,4
100 Meter Dash,Girls,3,,Finals,-0.1,Jhanel Gordon,16,6,alpha,12.18x,3
100 Meter Dash,Girls,3,,Finals,-0.1,Shakeira Bowra,16,7,St. Catherine High,12.38x,2
100 Meter Dash,Girls,3,,Finals,-0.1,Jada Mcbean,16,8,Wolmer Girl,14.74x,1
200 Meter Dash,Girls,3,,Finals,-1.9,Kevona Davis,16,1,Edwin Allen High,23.91x,9
200 Meter Dash,Girls,3,,Finals,-1.9,Julien Alfred,16,2,St. Catherine High,24.48x,7
200 Meter Dash,Girls,3,,Finals,-1.9,Britany Anderson,16,3,Vere Technical High,24.59x,6
200 Meter Dash,Girls,3,,Finals,-1.9,Ashanti Moore,16,4,Hydel High,24.81x,5
200 Meter Dash,Girls,3,,Finals,-1.9,Joanne Reid,16,5,St. Jago High,25.53x,4
200 Meter Dash,Girls,3,,Finals,-1.9,Soyinne Grenyion,16,6,Mount Alvernia High,25.59x,3
200 Meter Dash,Girls,3,,Finals,-1.9,Ackera Nugent,16,7,Excelsior High,25.80x,2
200 Meter Dash,Girls,3,,Finals,-1.9,Jhanel Gordon,16,8,alpha,25.86x,1
200 Meter Dash,Girls,2,,Finals,-3.2,Shaneil English,16,1,St. Jago High,24.25x,9
200 Meter Dash,Girls,2,,Finals,-3.2,Kimone Shaw,16,2,St. Jago High,24.52x,7
200 Meter Dash,Girls,2,,Finals,-3.2,Khamoy Farquharson,16,3,Edwin Allen High,24.61x,6
200 Meter Dash,Girls,2,,Finals,-3.2,Daszay Freeman,16,4,Manchester High,24.62x,5
200 Meter Dash,Girls,2,,Finals,-3.2,Cishannie Williams,16,5,St. Catherine High,24.86x,4
200 Meter Dash,Girls,2,,Finals,-3.2,Kemba Nelson,16,6,Mount Alvernia High,24.90x,3
200 Meter Dash,Girls,2,,Finals,-3.2,Kasheika Cameron,16,7,Edwin Allen High,25.06x,2
200 Meter Dash,Girls,2,,Finals,-3.2,Kellian Kelly,16,8,Wolmer Girl,25.42x,1
200 Meter Dash,Boys,1,,Finals,-3.1,Nigel Ellis,16,1,St. Elizabeth,20.76x,9
200 Meter Dash,Boys,1,,Finals,-3.1,Xavior Angus,16,2,Calabar High,21.24x,7
200 Meter Dash,Boys,1,,Finals,-3.1,Micheal Campbell,16,3,Jamaica College,21.53x,6
200 Meter Dash,Boys,1,,Finals,-3.1,Shivnarine Smalling,16,4,Kingston College,21.60x,5
200 Meter Dash,Boys,1,,Finals,-3.1,Fabian Hewitt,16,5,Calabar High,21.74x,4
200 Meter Dash,Boys,1,,Finals,-3.1,Tyreke Bryan,16,6,Kingston College,21.79x,3
200 Meter Dash,Boys,1,,Finals,-3.1,Andel Miller,16,7,Excelsior High,21.89x,2
200 Meter Dash,Boys,1,,Finals,-3.1,Hujaye Cornwall,16,--,St. Elizabeth,DNFx,0
200 Meter Dash,Boys,3,,Finals,-2.2,Antonio Watson,16,1,Petersfield High,22.61x,9
200 Meter Dash,Boys,3,,Finals,-2.2,Sachin Dennis,16,2,St. Elizabeth,22.81x,7
200 Meter Dash,Boys,3,,Finals,-2.2,Rahyme Christian,16,3,Clarendon College,22.92x,6
200 Meter Dash,Boys,3,,Finals,-2.2,Thiea Shea,16,4,Wolmer boy,22.97x,5
200 Meter Dash,Boys,3,,Finals,-2.2,Shemar Willis,16,5,Papine High,23.43x,4
200 Meter Dash,Boys,3,,Finals,-2.2,Andre Bent,16,6,William Knibb,23.56x,3
200 Meter Dash,Boys,3,,Finals,-2.2,Shakur Williams,16,7,Meadowbrook High,23.56x,2
200 Meter Dash,Boys,3,,Finals,-2.2,Davion Williams,16,8,Kingston College,24.96x,1
200 Meter Dash,Boys,2,,Finals,-2.7,Christopher Taylor,16,1,Calabar High,21.24x,9
200 Meter Dash,Boys,2,,Finals,-2.7,Dejour Russell,16,2,Calabar High,21.38x,7
200 Meter Dash,Boys,2,,Finals,-2.7,Gary Gordon,16,3,St. Jago High,22.09x,6
200 Meter Dash,Boys,2,,Finals,-2.7,Chislon Gordon,16,4,Jamaica College,22.42x,5
200 Meter Dash,Boys,2,,Finals,-2.7,Xavier Nairne,16,5,Wolmer boy,22.56x,4
200 Meter Dash,Boys,2,,Finals,-2.7,Javad Black,16,6,St. Jago High,22.56x,3
200 Meter Dash,Boys,2,,Finals,-2.7,Colby Jennings,16,7,Jamaica College,22.96x,2
200 Meter Dash,Boys,2,,Finals,-2.7,Javier Johnson,16,8,Green Island High,23.08x,1
200 Meter Dash,Girls,1,,Finals,-4.5,Ashley Willliams,16,1,Holmwood,24.02x,9
200 Meter Dash,Girls,1,,Finals,-4.5,Kimone Hines,16,2,Green Island High,24.35x,7
200 Meter Dash,Girls,1,,Finals,-4.5,Shanice Reid,16,3,St. Jago High,24.42x,6
200 Meter Dash,Girls,1,,Finals,-4.5,Natalliah Whyte,16,4,St. Jago High,24.67x,5
200 Meter Dash,Girls,1,,Finals,-4.5,Shanta Deer,16,5,Holmwood,25.27x,4
200 Meter Dash,Girls,1,,Finals,-4.5,Tashoy Blake,16,6,Edwin Allen High,25.27x,3
200 Meter Dash,Girls,1,,Finals,-4.5,Vanesha Pusey,16,7,Green Island High,25.63x,2
200 Meter Dash,Girls,1,,Finals,-4.5,Trudy-ann Wiliamson,16,8,Wolmer Girl,25.90x,1
200 Meter Dash,Girls,4,,Finals,-2.7,Sashieka Steele,16,1,Holmwood,25.06x,9
200 Meter Dash,Girls,4,,Finals,-2.7,Gabrielle Matthews,16,2,Hydel High,25.24x,7
200 Meter Dash,Girls,4,,Finals,-2.7,Bethany Bridge,16,3,Edwin Allen High,25.67x,6
200 Meter Dash,Girls,4,,Finals,-2.7,Salieci Myles,16,4,Edwin Allen High,25.81x,5
200 Meter Dash,Girls,4,,Finals,-2.7,Jaciann Woolery,16,5,Green Island High,26.23x,4
200 Meter Dash,Girls,4,,Finals,-2.7,Omelia Stanley,16,6,Hydel High,26.37x,3
200 Meter Dash,Girls,4,,Finals,-2.7,Samoya Neil,16,7,Excelsior High,26.62x,2
200 Meter Dash,Girls,4,,Finals,-2.7,Janela Spencer,16,8,Manchester High,27.30x,1
400 Meter Dash,Boys,1,,Finals,,Akeem Bloomfield,16,1,Kingston College,46.12x,9
400 Meter Dash,Boys,1,,Finals,,Collin Sewell,16,2,St. Jago High,47.51x,7
400 Meter Dash,Boys,1,,Finals,,Aykeeme Francis,16,3,Calabar High,47.66x,6
400 Meter Dash,Boys,1,,Finals,,Marco Doodnaugntsingh,16,4,Kingston College,48.04x,5
400 Meter Dash,Boys,1,,Finals,,Anthony Carpenter,16,5,Calabar High,48.55x,4
400 Meter Dash,Boys,1,,Finals,,Devaughn Baker,16,6,Jamaica College,49.00x,3
400 Meter Dash,Boys,1,,Finals,,Shemar Chambers,16,7,St. George's,49.15x,2
400 Meter Dash,Boys,1,,Finals,,Sean Bailey,16,8,St. Jago High,50.17x,1
400 Meter Dash,Girls,3,,Finals,,Joanne Reid,16,1,St. Jago High,55.63x,9
400 Meter Dash,Girls,3,,Finals,,Selisa Palmer,16,2,Edwin Allen High,55.97x,7
400 Meter Dash,Girls,3,,Finals,,Dorian Nelson,16,3,Excelsior High,56.43x,6
400 Meter Dash,Girls,3,,Finals,,Daniella Deer,16,4,Holmwood,56.58x,5
400 Meter Dash,Girls,3,,Finals,,Jada Martin,16,5,Hydel High,57.82x,4
400 Meter Dash,Girls,3,,Finals,,Tatten Thawe,16,6,Hydel High,58.24x,3
400 Meter Dash,Girls,3,,Finals,,Shonnon Brown,16,7,Camperdown High,59.55x,2
400 Meter Dash,Girls,3,,Finals,,Janielle Josephs,16,8,St. Andrew,1:07.21x,1
400 Meter Dash,Boys,3,,Finals,,Shanthamoi Brown,16,1,Kingston College,50.07x,9
400 Meter Dash,Boys,3,,Finals,,Devante Heywood,16,2,Munro College,50.92x,7
400 Meter Dash,Boys,3,,Finals,,Daniel Binns,16,3,Herbert,51.48x,6
400 Meter Dash,Boys,3,,Finals,,Jahari Taylor,16,4,Wolmer boy,51.64x,5
400 Meter Dash,Boys,3,,Finals,,Zidane Brown,16,5,Glenmuir High,51.64x,4
400 Meter Dash,Boys,3,,Finals,,Cjay Whyte,16,6,Rhodes Hall High,51.69x,3
400 Meter Dash,Boys,3,,Finals,,Devontie Archer,16,7,Excelsior High,53.62x,2
400 Meter Dash,Boys,3,,Finals,,Chander-paul Dehaney,16,8,Munro College,55.54x,1
400 Meter Dash,Girls,2,,Finals,,Sanique Walker,16,1,Vere Technical High,53.94x,9
400 Meter Dash,Girls,2,,Finals,,Stacey-Ann Williams,16,2,St. Elizabeth,54.50x,7
400 Meter Dash,Girls,2,,Finals,,Satanya Wright,16,3,St. Elizabeth,54.89x,6
400 Meter Dash,Girls,2,,Finals,,Moisha Barnes,16,4,Edwin Allen High,56.02x,5
